targetId	diseaseId	datasourceId	year	novelty	score	sourceId	targetSymbol	targetName	targetBiotype	proteinId	isInMembrane	isSecreted	hasSafetyEvent	hasPocket	hasLigand	hasSmallMoleculeBinder	geneticConstraint	paralogMaxIdentityPercentage	mouseOrthologMaxIdentityPercentage	isCancerDriverGene	hasTEP	mouseKOScore	hasHighQualityChemicalProbes	maxClinicalTrialPhase	tissueSpecificity	tissueDistribution
ENSG00000148343	EFO_0003767	expression_atlas	2023	0.008	0.067	expression_atlas	MIGA2	mitoguardin 2	protein_coding	Q7L4E1	0.0	0.0		0.0	0.0	0.0	-0.2995415711606585	0.0	0.629005			0.0			-1.0	-1.0
ENSG00000163630	EFO_0003767	expression_atlas	2023	0.001	0.023	expression_atlas	SYNPR	synaptoporin	protein_coding	Q8TBG9	0.0	0.0		0.0	0.0	0.0	-0.035736611794123796	-0.026314999999999956	0.4210549999999998						1.0	0.5
ENSG00000170525	EFO_0003767	expression_atlas	2023	0.003	0.209	expression_atlas	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein_coding	Q16875	0.0	0.0		1.0	1.0	1.0	-0.5643884142529694	-0.13461500000000015	0.7788449999999998			0.0	0.0		0.5	-1.0
ENSG00000188167	EFO_0003767	expression_atlas	2023	0.002	0.015	expression_atlas	TMPPE	transmembrane protein with metallophosphoesterase domain	protein_coding	Q6ZT21	0.0	0.0		0.0	0.0	0.0	0.3669514482183789		0.23840999999999965						0.5	0.5
ENSG00000134317	EFO_0003767	expression_atlas	2023	0.003	0.154	expression_atlas	GRHL1	grainyhead like transcription factor 1	protein_coding	Q9NZI5	0.0	0.0		0.0	0.0	0.0	-0.5896020004167535	0.0	0.7330100000000002			0.0			0.5	0.0
ENSG00000142609	EFO_0003767	expression_atlas	2023	0.001	0.049	expression_atlas	CFAP74	cilia and flagella associated protein 74	protein_coding	Q9C0B2	0.0	0.0		0.0	0.0	0.0	-0.14669722858928946		0.0						0.5	0.5
ENSG00000163687	EFO_0003767	expression_atlas	2023	0.002	0.113	expression_atlas	DNASE1L3	deoxyribonuclease 1L3	protein_coding	Q13609	0.0	0.0		0.0	0.0	1.0	0.2622421337778704	0.0	0.06557499999999976			-0.6605691823049644			0.75	0.0
ENSG00000176399	EFO_0003767	expression_atlas	2023	0.002	0.117	expression_atlas	DMRTA1	DMRT like family A1	protein_coding	Q5VZB9	0.0	0.0		0.0	0.0	0.0	0.3112106688893519	0.0	0.0			-0.05905544609812324			0.5	0.0
ENSG00000250328	EFO_0003767	expression_atlas	2023	0.002	0.13	expression_atlas																				
ENSG00000266378	EFO_0003767	expression_atlas	2023	0.006	0.088	expression_atlas																				
ENSG00000132744	EFO_0003767	expression_atlas	2023	0.001	0.107	expression_atlas	ACY3	aminoacylase 3	protein_coding	Q96HD9	1.0	0.0		0.0	0.0	0.0	0.5589706188789332	0.0	0.0			-0.15555833574473904			0.75	0.0
ENSG00000166411	EFO_0003767	expression_atlas	2023	0.015	0.123	expression_atlas	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	protein_coding	P50213	0.0	0.0		0.0	0.0	0.0	-0.4342571369035215	0.0	0.8770499999999999			-0.7184037764547396			0.5	-1.0
ENSG00000170043	EFO_0003767	expression_atlas	2023	0.016	0.138	expression_atlas	TRAPPC1	trafficking protein particle complex subunit 1	protein_coding	Q9Y5R8	0.0	0.0		0.0	0.0	0.0	-0.01146072098353823	0.0	0.0			-0.7981431794768679			-1.0	-1.0
ENSG00000174123	EFO_0003767	expression_atlas	2023	0.004	0.053	expression_atlas	TLR10	toll like receptor 10	protein_coding	Q9BXR5	1.0	0.0		0.0	0.0	0.0	0.1319024796832673	0.0							1.0	0.5
ENSG00000271858	EFO_0003767	expression_atlas	2023	0.001	0.011	expression_atlas																				
ENSG00000277476	EFO_0003767	expression_atlas	2023	0.005	0.039	expression_atlas																				
ENSG00000140105	EFO_0003767	expression_atlas	2023	0.001	0.211	expression_atlas	WARS1	tryptophanyl-tRNA synthetase 1	protein_coding	P23381	0.0	0.0		1.0	0.0	0.0	-0.5080225046884768	0.0	0.5116750000000003			-0.8806717799882499			0.5	-1.0
ENSG00000147576	EFO_0003767	expression_atlas	2023	0.006	0.052	expression_atlas	ADHFE1	alcohol dehydrogenase iron containing 1	protein_coding	Q8IWW8	0.0	0.0		0.0	0.0	0.0	0.16784746822254637		0.46467000000000025						0.5	0.0
ENSG00000154237	EFO_0003767	expression_atlas	2023	0.005	0.04	expression_atlas	LRRK1	leucine rich repeat kinase 1	protein_coding	Q38SD2	0.0	0.0		0.0	0.0	0.0	-0.5068764325901229	0.0	0.43920499999999973			-0.7120384108420974			-1.0	0.0
ENSG00000161920	EFO_0003767	expression_atlas	2023	0.004	0.031	expression_atlas	MED11	mediator complex subunit 11	protein_coding	Q9P086	0.0	0.0		0.0	0.0	0.0	0.9619712440091686		0.8717950000000002			-0.6753283309990029			-1.0	-1.0
ENSG00000182870	EFO_0003767	expression_atlas	2023	0.001	0.059	expression_atlas	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	protein_coding	Q9HCQ5	0.0	0.0		0.0	0.0	0.0	0.19431131485726194	-0.025704999999999957	0.5688200000000002			0.0			1.0	0.5
ENSG00000268104	EFO_0003767	expression_atlas	2023	0.01	0.63	expression_atlas	SLC6A14	solute carrier family 6 member 14	protein_coding	Q9UN76	0.0	0.0		0.0	1.0	0.0		0.0				-0.2327005891191361			0.5	0.0
ENSG00000077147	EFO_0003767	expression_atlas	2023	0.01	0.082	expression_atlas	TM9SF3	transmembrane 9 superfamily member 3	protein_coding	Q9HD45	0.0	0.0		0.0	0.0	0.0	-0.9845801208585122	0.0	0.9320900000000002			-0.13489100924309105			-1.0	-1.0
ENSG00000135245	EFO_0003767	expression_atlas	2023	0.008	0.065	expression_atlas	HILPDA	hypoxia inducible lipid droplet associated	protein_coding	Q9Y5L2	0.0	0.0		0.0	0.0	0.0	0.8798708064180039		0.0			-0.2577152056687823			0.5	-1.0
ENSG00000166035	EFO_0003767	expression_atlas	2023	0.002	0.182	expression_atlas	LIPC	lipase C, hepatic type	protein_coding	P11150	0.0	1.0	-1.0	0.0	1.0	1.0	0.025005209418628827	0.0	0.0			-0.253206131935613			1.0	0.5
ENSG00000167608	EFO_0003767	expression_atlas	2023	0.023	0.192	expression_atlas					0.0	0.0					0.11992081683684108	0.0	0.0			-0.0927733232035674			0.5	0.0
ENSG00000167880	EFO_0003767	expression_atlas	2023	0.011	0.089	expression_atlas	EVPL	envoplakin	protein_coding	Q92817	0.0	0.0		0.0	0.0	0.0	-0.19712440091685768	0.0	0.1416649999999997			0.0			0.5	0.0
ENSG00000185924	EFO_0003767	expression_atlas	2023	0.001	0.043	expression_atlas	RTN4RL1	reticulon 4 receptor like 1	protein_coding	Q86UN2	1.0	0.0		0.0	0.0	0.0	-0.7608876849343613	0.0	0.43310499999999974			-0.6192584199503304			0.5	0.0
ENSG00000270210	EFO_0003767	expression_atlas	2023	0.002	0.017	expression_atlas																				
ENSG00000275807	EFO_0003767	expression_atlas	2023	0.001	0.031	expression_atlas																				
ENSG00000047662	EFO_0003767	expression_atlas	2023	0.003	0.187	expression_atlas	FAM184B	family with sequence similarity 184 member B	protein_coding	Q9ULE4				0.0	0.0	0.0	-0.08543446551364864	0.0	0.0			0.0			0.5	0.5
ENSG00000060558	EFO_0003767	expression_atlas	2023	0.001	0.229	expression_atlas	GNA15	G protein subunit alpha 15	protein_coding	P30679				0.0	0.0	0.0	-0.2568243384038341	0.0	0.21122999999999975			-0.8361578134950284			0.5	0.0
ENSG00000103522	EFO_0003767	expression_atlas	2023	0.007	0.183	expression_atlas	IL21R	interleukin 21 receptor	protein_coding	Q9HBE5	1.0	0.0		0.0	0.0	0.0	-0.8824755157324442	0.0	0.0			-0.2837935592821403			0.75	0.5
ENSG00000112818	EFO_0003767	expression_atlas	2023	0.002	0.273	expression_atlas	MEP1A	meprin A subunit alpha	protein_coding	Q16819	0.0	0.0		0.0	0.0	1.0	0.009793707022296205	0.0				-0.3228206124587024			1.0	0.5
ENSG00000136010	EFO_0003767	expression_atlas	2023	0.001	0.144	expression_atlas	ALDH1L2	aldehyde dehydrogenase 1 family member L2	protein_coding	Q3SY69	0.0	0.0		0.0	0.0	0.0	0.013544488435090596	-0.3120249999999999	0.6153849999999998			-0.6612203316252208			0.75	0.0
ENSG00000148346	EFO_0003767	expression_atlas	2023	0.002	0.406	expression_atlas	LCN2	lipocalin 2	protein_coding	P80188	0.0	1.0		1.0	0.0	0.0	0.7658887268180872	0.0	0.0			-0.9081327284738988			0.5	0.0
ENSG00000187398	EFO_0003767	expression_atlas	2023	0.003	0.188	expression_atlas	LUZP2	leucine zipper protein 2	protein_coding	Q86TE4	1.0	1.0		0.0	0.0	0.0	0.37038966451344035		0.11849500000000006						0.75	0.5
ENSG00000198758	EFO_0003767	expression_atlas	2023	0.01	0.088	expression_atlas	EPS8L3	EPS8 signaling adaptor L3	protein_coding	Q8TE67	0.0	0.0		0.0	0.0	0.0	0.0028130860595958485	0.0	0.0			0.0			0.75	0.5
ENSG00000205403	EFO_0003767	expression_atlas	2023	0.01	0.278	expression_atlas	CFI	complement factor I	protein_coding	P05156	0.0	1.0		0.0	0.0	0.0	-0.1842050427172327	0.0	0.0			-0.27670537175669			1.0	0.0
ENSG00000110675	EFO_0003767	expression_atlas	2023	0.001	0.028	expression_atlas	ELMOD1	ELMO domain containing 1	protein_coding	Q8N336	0.0	0.0		0.0	0.0	0.0	-0.5980412585955408	0.0	0.6856299999999997			-0.9125551066307244			0.75	0.0
ENSG00000112175	EFO_0003767	expression_atlas	2023	0.002	0.129	expression_atlas	BMP5	bone morphogenetic protein 5	protein_coding	P22003	0.0	1.0		0.0	0.0	0.0	-0.26067930818920604	-0.05837000000000003	0.6585900000000002			-0.9280691574491695			1.0	0.0
ENSG00000135898	EFO_0003767	expression_atlas	2023	0.002	0.016	expression_atlas	GPR55	G protein-coupled receptor 55	protein_coding	Q9Y2T6	1.0	0.0		0.0	1.0	1.0	0.760679308189206	0.0	0.0			-0.09334149122508767	0.0		0.5	0.5
ENSG00000141503	EFO_0003767	expression_atlas	2023	0.008	0.071	expression_atlas	MINK1	misshapen like kinase 1	protein_coding	Q8N4C8	0.0	0.0		0.0	1.0	1.0	-0.9561366951448218	-0.16103500000000004	0.8723700000000001			-0.2742368494695374			-1.0	-1.0
ENSG00000163453	EFO_0003767	expression_atlas	2023	0.013	0.179	expression_atlas	IGFBP7	insulin like growth factor binding protein 7	protein_coding	Q16270	0.0	1.0		0.0	0.0	0.0	0.25442800583454894	0.0	0.5567399999999999			0.0			-1.0	-1.0
ENSG00000167962	EFO_0003767	expression_atlas	2023	0.003	0.024	expression_atlas					1.0	0.0					-0.6280475098978954		0.0873899999999999						-1.0	0.0
ENSG00000267924	EFO_0003767	expression_atlas	2023	0.002	0.095	expression_atlas																				
ENSG00000272173	EFO_0003767	expression_atlas	2023	0.001	0.012	expression_atlas																				
ENSG00000099949	EFO_0003767	expression_atlas	2023	0.009	0.075	expression_atlas	LZTR1	leucine zipper like post translational regulator 1	protein_coding	Q8N653	0.0	0.0		0.0	0.0	0.0	0.9997916232548447	0.0	0.7321449999999998	-1.0		-0.8902928522301751			-1.0	-1.0
ENSG00000108352	EFO_0003767	expression_atlas	2023	0.01	0.188	expression_atlas	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	protein_coding	Q9UHV5	0.0	0.0		0.0	0.0	0.0	-0.5459470723067306	0.0	0.7280949999999997			0.0			0.5	-1.0
ENSG00000108381	EFO_0003767	expression_atlas	2023	0.001	0.237	expression_atlas	ASPA	aspartoacylase	protein_coding	P45381	0.0	0.0		1.0	0.0	0.0	0.2326526359658263	0.0	0.31310000000000004			-0.8317202666571444			0.5	0.0
ENSG00000121775	EFO_0003767	expression_atlas	2023	0.005	0.041	expression_atlas	TMEM39B	transmembrane protein 39B	protein_coding	Q9GZU3	0.0	0.0		0.0	0.0	0.0	-0.35819962492185875	0.0	0.8069099999999999						-1.0	0.0
ENSG00000156508	EFO_0003767	expression_atlas	2023	0.006	0.054	expression_atlas	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	protein_coding	P68104	0.0	0.0		0.0	0.0	1.0	-0.7669306105438634	-0.810605							-1.0	-1.0
ENSG00000164176	EFO_0003767	expression_atlas	2023	0.003	0.132	expression_atlas	EDIL3	EGF like repeats and discoidin domains 3	protein_coding	O43854	1.0	1.0		0.0	0.0	0.0	-0.3448635132319233	0.0	0.78125			-0.0999220641412063			1.0	0.0
ENSG00000109182	EFO_0003767	expression_atlas	2023	0.001	0.239	expression_atlas	CWH43	cell wall biogenesis 43 C-terminal homolog	protein_coding	Q9H720	1.0	0.0		0.0	0.0	0.0	0.38612210877266095		0.14878500000000017			-0.23767649866384855			0.5	0.0
ENSG00000111536	EFO_0003767	expression_atlas	2023	0.005	0.233	expression_atlas	IL26	interleukin 26	protein_coding	Q9NPH9	0.0	1.0		0.0	0.0	0.0	0.4937486976453427	0.0								
ENSG00000132405	EFO_0003767	expression_atlas	2023	0.003	0.026	expression_atlas	TBC1D14	TBC1 domain family member 14	protein_coding	Q9P2M4	0.0	0.0		0.0	0.0	0.0	-0.5504271723275682	0.0	0.5310250000000003						-1.0	-1.0
ENSG00000142675	EFO_0003767	expression_atlas	2023	0.006	0.047	expression_atlas	CNKSR1	connector enhancer of kinase suppressor of Ras 1	protein_coding	Q969H4	0.0	0.0		0.0	1.0	1.0	0.4331110648051677	0.0	0.0						0.5	0.0
ENSG00000164379	EFO_0003767	expression_atlas	2023	0.01	0.308	expression_atlas	FOXQ1	forkhead box Q1	protein_coding	Q9C009	0.0	0.0		0.0	0.0	0.0	0.06761825380287556	0.0	0.0			0.0			0.5	0.0
ENSG00000184185	EFO_0003767	expression_atlas	2023	0.003	0.026	expression_atlas	KCNJ12	potassium inwardly rectifying channel subfamily J member 12	protein_coding	Q14500	0.0	0.0		0.0	0.0	0.0	0.17670347989164403	-0.9653575	0.8036949999999997			0.0			0.75	0.0
ENSG00000197948	EFO_0003767	expression_atlas	2023	0.002	0.014	expression_atlas	FCHSD1	FCH and double SH3 domains 1	protein_coding	Q86WN1	0.0	0.0		0.0	0.0	0.0	0.4400916857678683	0.0	0.5507249999999999						0.5	-1.0
ENSG00000214212	EFO_0003767	expression_atlas	2023	0.006	0.158	expression_atlas	C19orf38	chromosome 19 open reading frame 38	protein_coding	A8MVS5	1.0	0.0		0.0	0.0	0.0	0.010418837257762048		0.0			-0.702387191622808			1.0	0.0
ENSG00000111786	EFO_0003767	expression_atlas	2023	0.003	0.021	expression_atlas	SRSF9	serine and arginine rich splicing factor 9	protein_coding	Q13242	0.0	0.0		0.0	0.0	0.0	-0.45811627422379664	-0.3212675000000001	0.9094999999999999			0.0			-1.0	-1.0
ENSG00000161011	EFO_0003767	expression_atlas	2023	0.012	0.097	expression_atlas	SQSTM1	sequestosome 1	protein_coding	Q13501	0.0	0.0		0.0	1.0	1.0	-0.13440300062513022		0.5568199999999998			-0.8655216761974657			0.5	-1.0
ENSG00000168071	EFO_0003767	expression_atlas	2023	0.01	0.14	expression_atlas	CCDC88B	coiled-coil domain containing 88B	protein_coding	A6NC98	0.0	0.0		0.0	0.0	0.0	-0.4609293602833924	0.0	0.0			-0.6102109365505987			0.5	0.0
ENSG00000169933	EFO_0003767	expression_atlas	2023	0.001	0.053	expression_atlas	FRMPD4	FERM and PDZ domain containing 4	protein_coding	Q14CM0	0.0	0.0		0.0	0.0	0.0	-0.987914148780996	0.0	0.44097500000000023			-0.05377051238253633			0.75	0.5
ENSG00000173432	EFO_0003767	expression_atlas	2023	0.017	0.587	expression_atlas	SAA1	serum amyloid A1	protein_coding	P0DJI8	0.0	1.0	-1.0	0.0	0.0	0.0	0.6920191706605543	-0.836065							1.0	0.0
ENSG00000175130	EFO_0003767	expression_atlas	2023	0.007	0.059	expression_atlas	MARCKSL1	MARCKS like 1	protein_coding	P49006	0.0	0.0		0.0	0.0	0.0	0.7075432381746196	0.0	0.8205150000000003			-0.6729886364345463			0.5	-1.0
ENSG00000183778	EFO_0003767	expression_atlas	2023	0.004	0.035	expression_atlas	B3GALT5	beta-1,3-galactosyltransferase 5	protein_coding	Q9Y2C3	0.0	0.0		0.0	0.0	0.0	0.7944363409043551	0.0	0.0						1.0	0.0
ENSG00000185453	EFO_0003767	expression_atlas	2023	0.002	0.018	expression_atlas	ZSWIM9	zinc finger SWIM-type containing 9	protein_coding	Q86XI8	0.0	0.0		0.0	0.0	0.0	-0.7208793498645552	0.0	0.0						0.5	0.0
ENSG00000198324	EFO_0003767	expression_atlas	2023	0.006	0.05	expression_atlas	PHETA1	PH domain containing endocytic trafficking adaptor 1	protein_coding	Q8N4B1	0.0	0.0		0.0	0.0	0.0	0.7941237757866222	0.0	0.0						-1.0	-1.0
ENSG00000112303	EFO_0003767	expression_atlas	2023	0.012	0.271	expression_atlas	VNN2	vanin 2	protein_coding	O95498	1.0	0.0		0.0	0.0	0.0	0.6603459053969576	-0.048077499999999954							0.5	0.0
ENSG00000116863	EFO_0003767	expression_atlas	2023	0.003	0.028	expression_atlas	ADPRS	ADP-ribosylserine hydrolase	protein_coding	Q9NX46	0.0	0.0		0.0	0.0	0.0	0.15430297978745577		0.5730049999999999			-0.608359113000241			-1.0	-1.0
ENSG00000132613	EFO_0003767	expression_atlas	2023	0.005	0.044	expression_atlas	MTSS2	MTSS I-BAR domain containing 2	protein_coding	Q765P7	0.0	0.0		0.0	0.0	0.0	-0.7435924150864763	0.0	0.5448450000000001			0.0			0.5	-1.0
ENSG00000143815	EFO_0003767	expression_atlas	2023	0.009	0.076	expression_atlas	LBR	lamin B receptor	protein_coding	Q14739	0.0	0.0		0.0	0.0	0.0	-0.596895186497187	0.0	0.016259999999999764			-0.9385647630651847			-1.0	-1.0
ENSG00000159450	EFO_0003767	expression_atlas	2023	0.001	0.036	expression_atlas	TCHH	trichohyalin	protein_coding	Q07283				0.0	0.0	0.0	0.08751823296520111		0.0			0.0			1.0	0.5
ENSG00000184451	EFO_0003767	expression_atlas	2023	0.005	0.041	expression_atlas	CCR10	C-C motif chemokine receptor 10	protein_coding	P46092	0.0	0.0		0.0	1.0	1.0	0.5083350698062097	0.0	0.40607499999999985			-0.8120565111714689	1.0		0.5	0.0
ENSG00000210127	EFO_0003767	expression_atlas	2023	0.009	0.077	expression_atlas																				
ENSG00000236991	EFO_0003767	expression_atlas	2023	0.004	0.03	expression_atlas																				
ENSG00000261371	EFO_0003767	expression_atlas	2023	0.002	0.197	expression_atlas	PECAM1	platelet and endothelial cell adhesion molecule 1	protein_coding	P16284	1.0	0.0		0.0	0.0	0.0		0.0	0.0			-0.9277065579280871			0.5	-1.0
ENSG00000285938	EFO_0003767	expression_atlas	2023	0.003	0.055	expression_atlas																			0.75	0.0
ENSG00000004799	EFO_0003767	expression_atlas	2023	0.001	0.107	expression_atlas	PDK4	pyruvate dehydrogenase kinase 4	protein_coding	Q16654	0.0	0.0	-1.0	1.0	1.0	1.0	0.39070639716607625	-0.13017000000000004	0.6472000000000001			-0.7053504796160489		1.0	0.5	-1.0
ENSG00000106367	EFO_0003767	expression_atlas	2023	0.009	0.079	expression_atlas	AP1S1	adaptor related protein complex 1 subunit sigma 1	protein_coding	P61966	0.0	0.0		0.0	0.0	0.0	-0.06032506772244217	-0.636075	0.6202550000000002			-0.022060910089015118			0.5	-1.0
ENSG00000111837	EFO_0003767	expression_atlas	2023	0.003	0.025	expression_atlas	MAK	male germ cell associated kinase	protein_coding	P20794	0.0	0.0		0.0	1.0	1.0	0.3528860179204001	0.0	0.17438500000000018			0.0			1.0	0.5
ENSG00000130023	EFO_0003767	expression_atlas	2023	0.004	0.031	expression_atlas	ERMARD	ER membrane associated RNA degradation	protein_coding	Q5T6L9	0.0	0.0		0.0	0.0	0.0	0.14263388205876226		0.0						-1.0	-1.0
ENSG00000139351	EFO_0003767	expression_atlas	2023	0.006	0.064	expression_atlas	SYCP3	synaptonemal complex protein 3	protein_coding	Q8IZU3	0.0	0.0		0.0	0.0	0.0	0.04959366534694731	0.0	0.0			-0.47385671874734164			1.0	1.0
ENSG00000149150	EFO_0003767	expression_atlas	2023	0.004	0.032	expression_atlas	SLC43A1	solute carrier family 43 member 1	protein_coding	O75387	1.0	0.0		0.0	0.0	0.0	-0.1950406334653053	0.0	0.1771000000000001						0.75	-1.0
ENSG00000168461	EFO_0003767	expression_atlas	2023	0.005	0.187	expression_atlas	RAB31	RAB31, member RAS oncogene family	protein_coding	Q13636	0.0	0.0		0.0	0.0	0.0	0.2621379454052928	-0.26922999999999997	0.6153849999999998			0.0			-1.0	-1.0
ENSG00000186026	EFO_0003767	expression_atlas	2023	0.001	0.012	expression_atlas	ZNF284	zinc finger protein 284	protein_coding	Q2VY69	0.0	0.0		0.0	0.0	0.0	0.7931860804334236	-0.3929175000000001							-1.0	0.0
ENSG00000196132	EFO_0003767	expression_atlas	2023	0.001	0.028	expression_atlas	MYT1	myelin transcription factor 1	protein_coding	Q01538	0.0	0.0		0.0	1.0	1.0	-0.7507814127943322	0.0	0.5450499999999998			-0.25459799357483687			1.0	0.5
ENSG00000233184	EFO_0003767	expression_atlas	2023	0.002	0.017	expression_atlas																				
ENSG00000010030	EFO_0003767	expression_atlas	2023	0.001	0.113	expression_atlas	ETV7	ETS variant transcription factor 7	protein_coding	Q9Y603	0.0	0.0		0.0	0.0	0.0	0.6329443634090435	0.0							0.5	0.0
ENSG00000049768	EFO_0003767	expression_atlas	2023	0.001	0.067	expression_atlas	FOXP3	forkhead box P3	protein_coding	Q9BZS1	0.0	0.0	-1.0	0.0	0.0	0.0	-0.892165034382163	0.0	0.3155450000000002			-0.9669908893421958			0.5	0.5
ENSG00000089693	EFO_0003767	expression_atlas	2023	0.012	0.101	expression_atlas	MLF2	myeloid leukemia factor 2	protein_coding	Q15773	1.0	0.0		0.0	0.0	0.0	-0.6110648051677432	0.0	0.8387099999999996						-1.0	-1.0
ENSG00000164588	EFO_0003767	expression_atlas	2023	0.001	0.037	expression_atlas	HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein_coding	O60741	1.0	0.0		0.0	1.0	1.0	-0.9096686809752031	-0.042135000000000034	0.6853949999999998			-0.9275093470025061			1.0	0.5
ENSG00000166396	EFO_0003767	expression_atlas	2023	0.001	0.34	expression_atlas	SERPINB7	serpin family B member 7	protein_coding	O75635	0.0	0.0		0.0	0.0	0.0	0.4605126067930818	0.0	0.0						0.75	0.5
ENSG00000182492	EFO_0003767	expression_atlas	2023	0.008	0.278	expression_atlas	BGN	biglycan	protein_coding	P21810	0.0	1.0		0.0	0.0	0.0	-0.33767451552406746	0.0	0.7961950000000002			-0.09311597434692065			0.5	0.0
ENSG00000225138	EFO_0003767	expression_atlas	2023	0.003	0.023	expression_atlas																				
ENSG00000049247	EFO_0003767	expression_atlas	2023	0.003	0.026	expression_atlas	UTS2	urotensin 2	protein_coding	O95399	0.0	1.0		0.0	0.0	0.0	0.4214419670764742		0.0			-0.5830037746614042			0.5	0.5
ENSG00000088386	EFO_0003767	expression_atlas	2023	0.002	0.362	expression_atlas	SLC15A1	solute carrier family 15 member 1	protein_coding	P46059	0.0	0.0		0.0	1.0	1.0	-0.027818295478224675	0.0	0.25847499999999995						1.0	0.0
ENSG00000090006	EFO_0003767	expression_atlas	2023	0.006	0.047	expression_atlas	LTBP4	latent transforming growth factor beta binding protein 4	protein_coding	Q8N2S1	0.0	1.0		0.0	0.0	0.0	-0.7187955824130028	0.0	0.3577399999999997			-0.952572232689042			-1.0	-1.0
ENSG00000149089	EFO_0003767	expression_atlas	2023	0.023	0.195	expression_atlas	APIP	APAF1 interacting protein	protein_coding	Q96GX9	0.0	0.0		0.0	0.0	0.0	0.7844342571369036		0.710745			0.0			-1.0	-1.0
ENSG00000175267	EFO_0003767	expression_atlas	2023	0.001	0.031	expression_atlas	VWA3A	von Willebrand factor A domain containing 3A	protein_coding	A6NCI4	0.0	1.0		0.0	0.0	0.0	0.008126693061054402	0.0	0.0						0.5	0.5
ENSG00000242366	EFO_0003767	expression_atlas	2023	0.001	0.159	expression_atlas	UGT1A8	UDP glucuronosyltransferase family 1 member A8	protein_coding	Q9HAW9	0.0	0.0	-1.0	0.0	1.0	1.0	0.20879349864555108	-0.8726424999999999	0.0						0.5	0.5
ENSG00000104888	EFO_0003767	expression_atlas	2023	0.001	0.046	expression_atlas	SLC17A7	solute carrier family 17 member 7	protein_coding	Q9P2U7	1.0	0.0		0.0	0.0	0.0	-0.9695769952073349	-0.4285724999999999	0.9285699999999999			-0.8016291024553773			0.75	0.0
ENSG00000132002	EFO_0003767	expression_atlas	2023	0.002	0.034	expression_atlas	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	protein_coding	P25685	0.0	0.0		0.0	0.0	0.0	-0.07105647009793703	-0.1617650000000001	0.27941000000000005						-1.0	-1.0
ENSG00000137193	EFO_0003767	expression_atlas	2023	0.006	0.051	expression_atlas	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	protein_coding	P11309	0.0	0.0	-1.0	1.0	1.0	1.0	-0.5999166493019379	-0.21725250000000002	0.7124600000000001	-1.0		0.0	1.0	0.25	0.5	-1.0
ENSG00000163874	EFO_0003767	expression_atlas	2023	0.004	0.172	expression_atlas	ZC3H12A	zinc finger CCCH-type containing 12A	protein_coding	Q5D1E8	0.0	0.0		0.0	0.0	0.0	-0.4839549906230465	0.0	0.11518999999999976			-0.6742111358984967			0.5	0.0
ENSG00000182979	EFO_0003767	expression_atlas	2023	0.002	0.02	expression_atlas	MTA1	metastasis associated 1	protein_coding	Q13330	0.0	0.0		0.0	0.0	0.0	-0.9728068347572411	0.0	0.8531449999999999			-0.25883688843570146			-1.0	-1.0
ENSG00000279103	EFO_0003767	expression_atlas	2023	0.001	0.012	expression_atlas																				
ENSG00000122359	EFO_0003767	expression_atlas	2023	0.009	0.075	expression_atlas	ANXA11	annexin A11	protein_coding	P50995	0.0	0.0		0.0	0.0	0.0	0.0877266097103564	0.0	0.6435650000000003			0.0			-1.0	-1.0
ENSG00000133069	EFO_0003767	expression_atlas	2023	0.009	0.074	expression_atlas	TMCC2	transmembrane and coiled-coil domain family 2	protein_coding	O75069	0.0	0.0		0.0	0.0	0.0	-0.5048968535111482	0.0	0.7108600000000003			-0.7647927149592317			0.75	0.0
ENSG00000140548	EFO_0003767	expression_atlas	2023	0.003	0.027	expression_atlas	ZNF710	zinc finger protein 710	protein_coding	Q8N1W2	0.0	0.0		0.0	0.0	0.0	-0.7868305897061888	0.0							0.5	-1.0
ENSG00000164308	EFO_0003767	expression_atlas	2023	0.002	0.121	expression_atlas	ERAP2	endoplasmic reticulum aminopeptidase 2	protein_coding	Q6P179	0.0	1.0		0.0	1.0	1.0	0.34027922483850803	0.0						0.5	0.5	-1.0
ENSG00000271503	EFO_0003767	expression_atlas	2023	0.003	0.045	expression_atlas	CCL5	C-C motif chemokine ligand 5	protein_coding	P13501	0.0	1.0		0.0	1.0	1.0		0.0	0.010990000000000322			0.0			0.5	0.0
ENSG00000279670	EFO_0003767	expression_atlas	2023	0.002	0.016	expression_atlas																				
ENSG00000076201	EFO_0003767	expression_atlas	2023	0.01	0.086	expression_atlas	PTPN23	protein tyrosine phosphatase non-receptor type 23	protein_coding	Q9H3S7	0.0	0.0		0.0	0.0	0.0	-0.6639924984371743	0.0	0.5507350000000002			-0.6753283309990029			-1.0	-1.0
ENSG00000107317	EFO_0003767	expression_atlas	2023	0.002	0.142	expression_atlas	PTGDS	prostaglandin D2 synthase	protein_coding	P41222	0.0	0.0		1.0	0.0	0.0	-0.07762033757032716	0.0	0.0			-0.1582092300122484		1.0	0.5	-1.0
